EndStyle	Rating	NominalSize	EndDiameter(in)	EndThickness(in)	HexBoltCount	HexBoltLength(in)	HexBoltDiamter(in)	StudBoltCount	StudBoltLength(in)	StudBoltDiamter(in) 
RING JOIN	1500#	8in	19.0	3.618	12	12.752	1.626	0	0	0
RING JOIN	1500#	10in	23.0	4.252	12	13.5	1.874	0	0	0
RING JOIN	1500#	12in	26.5	4.882	16	14.752	2.0	0	0	0
RING JOIN	1500#	14in	29.5	5.252	16	16.0	2.252	0	0	0
RING JOIN	1500#	16in	32.5	5.752	16	18.5	2.5	0	0	0
RING JOIN	1500#	18in	36.0	6.382	16	20.752	2.752	0	0	0
RING JOIN	1500#	20in	38.752	7.0	16	22.252	3.0	0	0	0
RING JOIN	1500#	24in	46.0	8.0	16	25.5	3.5	0	0	0
RING JOIN	2500#	1/2in	5.252	1.189	4	4.752	0.752	0	0	0
RING JOIN	2500#	3/4in	5.5	1.252	4	5.0	0.752	0	0	0
RING JOIN	2500#	1in	6.252	1.382	4	5.5	0.874	0	0	0
RING JOIN	2500#	1 1/4in	7.252	1.5	4	6	1	0	0	0
RING JOIN	2500#	1 1/2in	8.0	1.752	4	6.752	1.126	0	0	0
RING JOIN	2500#	2in	9.252	2.0	8	7.0	1	0	0	0
RING JOIN	2500#	2 1/2in	10.5	2.252	8	8.0	1.126	0	0	0
RING JOIN	2500#	3in	12.0	2.618	8	9.0	1.252	0	0	0
RING JOIN	2500#	4in	14.0	3.0	8	10.252	1.5	0	0	0
RING JOIN	2500#	5in	16.5	3.618	8	12.252	1.752	0	0	0
RING JOIN	2500#	6in	19.0	4.252	8	14.0	2.0	0	0	0
RING JOIN	2500#	8in	21.752	5.0	12	15.5	2.0	0	0	0
RING JOIN	2500#	10in	26.5	6.5	12	20.0	2.5	0	0	0
RING JOIN	2500#	12in	30.0	7.252	12	22.0	2.752	0	0	0

