PartNumber	Code	D(in)	Bf(in)	Tw(in)	Tf(in)	R1(in)	R2(in)	SLOPE(deg)	Sx(in)	Sy(in)	A(in2)	P(lb_ft)	L(in)	vxm(in)	vxp(in)	vym(in)	vyp(in)	Ix(in4)	Vx(in3)	Gx(in)	Iy(in4)	Vy(in3)	Gy(in)	J(in4)	Ax(in2)	Ay(in2)	Alpha(deg)
FL_11x0.375	81	11.0000	0.3750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	4.125000	14.025000	22.750000	0.187500	0.187500	5.500000	5.500000	41.593750	7.562500	3.175426	0.048340	0.257813	0.108253	0.193166	2.750000	2.750000	0.000000
FL_11x0.4375	81	11.0000	0.4375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	4.812500	16.362500	22.875000	0.218750	0.218750	5.500000	5.500000	48.526042	8.822917	3.175426	0.076762	0.350911	0.126295	0.306740	3.208333	3.208333	0.000000
FL_11x0.5	81	11.0000	0.5000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	5.500000	18.700000	23.000000	0.250000	0.250000	5.500000	5.500000	55.458333	10.083333	3.175426	0.114583	0.458333	0.144338	0.457875	3.666667	3.666667	0.000000
FL_11x0.5625	81	11.0000	0.5625	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.187500	21.037500	23.125000	0.281250	0.281250	5.500000	5.500000	62.390625	11.343750	3.175426	0.163147	0.580078	0.162380	0.651935	4.125000	4.125000	0.000000
FL_11x0.625	81	11.0000	0.6250	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.875000	23.375000	23.250000	0.312500	0.312500	5.500000	5.500000	69.322917	12.604167	3.175426	0.223796	0.716146	0.180422	0.894287	4.583333	4.583333	0.000000
FL_11x0.6875	81	11.0000	0.6875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	7.562500	25.712500	23.375000	0.343750	0.343750	5.500000	5.500000	76.255208	13.864583	3.175426	0.297872	0.866536	0.198464	1.190296	5.041667	5.041667	0.000000
FL_11x0.75	81	11.0000	0.7500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	8.250000	28.050000	23.500000	0.375000	0.375000	5.500000	5.500000	83.187500	15.125000	3.175426	0.386719	1.031250	0.216506	1.545328	5.500000	5.500000	0.000000
FL_11x0.8125	81	11.0000	0.8125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	8.937500	30.387500	23.625000	0.406250	0.406250	5.500000	5.500000	90.119792	16.385417	3.175426	0.491679	1.210286	0.234549	1.964749	5.958333	5.958333	0.000000
FL_11x0.875	81	11.0000	0.8750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	9.625000	32.725000	23.750000	0.437500	0.437500	5.500000	5.500000	97.052083	17.645833	3.175426	0.614095	1.403646	0.252591	2.453924	6.416667	6.416667	0.000000
FL_11x0.9375	81	11.0000	0.9375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	10.312500	35.062500	23.875000	0.468750	0.468750	5.500000	5.500000	103.984375	18.906250	3.175426	0.755310	1.611328	0.270633	3.018219	6.875000	6.875000	0.000000
FL_11x1	81	11.0000	1.0000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	11.000000	37.400000	24.000000	0.500000	0.500000	5.500000	5.500000	110.916667	20.166667	3.175426	0.916667	1.833333	0.288675	3.432000	7.333333	7.333333	0.000000
FL_12x0.1875	81	12.0000	0.1875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	2.250000	7.650000	24.375000	0.093750	0.093750	6.000000	6.000000	27.000000	4.500000	3.464102	0.006592	0.070313	0.054127	0.026341	1.500000	1.500000	0.000000
FL_12x0.25	81	12.0000	0.2500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	3.000000	10.200000	24.500000	0.125000	0.125000	6.000000	6.000000	36.000000	6.000000	3.464102	0.015625	0.125000	0.072169	0.062438	2.000000	2.000000	0.000000
FL_12x0.3125	81	12.0000	0.3125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	3.750000	12.750000	24.625000	0.156250	0.156250	6.000000	6.000000	45.000000	7.500000	3.464102	0.030518	0.195313	0.090211	0.121948	2.500000	2.500000	0.000000
FL_12x0.375	81	12.0000	0.3750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	4.500000	15.300000	24.750000	0.187500	0.187500	6.000000	6.000000	54.000000	9.000000	3.464102	0.052734	0.281250	0.108253	0.210727	3.000000	3.000000	0.000000
FL_12x0.4375	81	12.0000	0.4375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	5.250000	17.850000	24.875000	0.218750	0.218750	6.000000	6.000000	63.000000	10.500000	3.464102	0.083740	0.382813	0.126295	0.334626	3.500000	3.500000	0.000000
FL_12x0.5	81	12.0000	0.5000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.000000	20.400000	25.000000	0.250000	0.250000	6.000000	6.000000	72.000000	12.000000	3.464102	0.125000	0.500000	0.144338	0.499500	4.000000	4.000000	0.000000
FL_12x0.5625	81	12.0000	0.5625	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.750000	22.950000	25.125000	0.281250	0.281250	6.000000	6.000000	81.000000	13.500000	3.464102	0.177979	0.632813	0.162380	0.711202	4.500000	4.500000	0.000000
FL_12x0.625	81	12.0000	0.6250	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	7.500000	25.500000	25.250000	0.312500	0.312500	6.000000	6.000000	90.000000	15.000000	3.464102	0.244141	0.781250	0.180422	0.975586	5.000000	5.000000	0.000000
FL_12x0.6875	81	12.0000	0.6875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	8.250000	28.050000	25.375000	0.343750	0.343750	6.000000	6.000000	99.000000	16.500000	3.464102	0.324951	0.945313	0.198464	1.298505	5.500000	5.500000	0.000000
FL_12x0.75	81	12.0000	0.7500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	9.000000	30.600000	25.500000	0.375000	0.375000	6.000000	6.000000	108.000000	18.000000	3.464102	0.421875	1.125000	0.216506	1.685813	6.000000	6.000000	0.000000
FL_12x0.8125	81	12.0000	0.8125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	9.750000	33.150000	25.625000	0.406250	0.406250	6.000000	6.000000	117.000000	19.500000	3.464102	0.536377	1.320313	0.234549	2.143362	6.500000	6.500000	0.000000
FL_12x0.875	81	12.0000	0.8750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	10.500000	35.700000	25.750000	0.437500	0.437500	6.000000	6.000000	126.000000	21.000000	3.464102	0.669922	1.531250	0.252591	2.677008	7.000000	7.000000	0.000000
FL_12x0.9375	81	12.0000	0.9375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	11.250000	38.250000	25.875000	0.468750	0.468750	6.000000	6.000000	135.000000	22.500000	3.464102	0.823975	1.757813	0.270633	3.292603	7.500000	7.500000	0.000000
FL_12x1	81	12.0000	1.0000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	12.000000	40.800000	26.000000	0.500000	0.500000	6.000000	6.000000	144.000000	24.000000	3.464102	1.000000	2.000000	0.288675	3.996000	8.000000	8.000000	0.000000
FL_14x0.1875	81	14.0000	0.1875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	2.625000	8.925000	28.375000	0.093750	0.093750	7.000000	7.000000	42.875000	6.125000	4.041452	0.007690	0.082031	0.054127	0.030731	1.750000	1.750000	0.000000
FL_14x0.25	81	14.0000	0.2500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	3.500000	11.900000	28.500000	0.125000	0.125000	7.000000	7.000000	57.166667	8.166667	4.041452	0.018229	0.145833	0.072169	0.072844	2.333333	2.333333	0.000000
FL_14x0.3125	81	14.0000	0.3125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	4.375000	14.875000	28.625000	0.156250	0.156250	7.000000	7.000000	71.458333	10.208333	4.041452	0.035604	0.227865	0.090211	0.142273	2.916667	2.916667	0.000000
FL_14x0.375	81	14.0000	0.3750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	5.250000	17.850000	28.750000	0.187500	0.187500	7.000000	7.000000	85.750000	12.250000	4.041452	0.061523	0.328125	0.108253	0.245848	3.500000	3.500000	0.000000
FL_14x0.4375	81	14.0000	0.4375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.125000	20.825000	28.875000	0.218750	0.218750	7.000000	7.000000	100.041667	14.291667	4.041452	0.097697	0.446615	0.126295	0.390397	4.083333	4.083333	0.000000
FL_14x0.5	81	14.0000	0.5000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	7.000000	23.800000	29.000000	0.250000	0.250000	7.000000	7.000000	114.333333	16.333333	4.041452	0.145833	0.583333	0.144338	0.582750	4.666667	4.666667	0.000000
FL_14x0.5625	81	14.0000	0.5625	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	7.875000	26.775000	29.125000	0.281250	0.281250	7.000000	7.000000	128.625000	18.375000	4.041452	0.207642	0.738281	0.162380	0.829736	5.250000	5.250000	0.000000
FL_14x0.625	81	14.0000	0.6250	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	8.750000	29.750000	29.250000	0.312500	0.312500	7.000000	7.000000	142.916667	20.416667	4.041452	0.284831	0.911458	0.180422	1.138184	5.833333	5.833333	0.000000
FL_14x0.6875	81	14.0000	0.6875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	9.625000	32.725000	29.375000	0.343750	0.343750	7.000000	7.000000	157.208333	22.458333	4.041452	0.379110	1.102865	0.198464	1.514922	6.416667	6.416667	0.000000
FL_14x0.75	81	14.0000	0.7500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	10.500000	35.700000	29.500000	0.375000	0.375000	7.000000	7.000000	171.500000	24.500000	4.041452	0.492188	1.312500	0.216506	1.966781	7.000000	7.000000	0.000000
FL_14x0.8125	81	14.0000	0.8125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	11.375000	38.675000	29.625000	0.406250	0.406250	7.000000	7.000000	185.791667	26.541667	4.041452	0.625773	1.540365	0.234549	2.500589	7.583333	7.583333	0.000000
FL_14x0.875	81	14.0000	0.8750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	12.250000	41.650000	29.750000	0.437500	0.437500	7.000000	7.000000	200.083333	28.583333	4.041452	0.781576	1.786458	0.252591	3.123176	8.166667	8.166667	0.000000
FL_14x0.9375	81	14.0000	0.9375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	13.125000	44.625000	29.875000	0.468750	0.468750	7.000000	7.000000	214.375000	30.625000	4.041452	0.961304	2.050781	0.270633	3.841370	8.750000	8.750000	0.000000
FL_14x1	81	14.0000	1.0000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	14.000000	47.600000	30.000000	0.500000	0.500000	7.000000	7.000000	228.666667	32.666667	4.041452	1.166667	2.333333	0.288675	4.662000	9.333333	9.333333	0.000000
FL_16x0.1875	81	16.0000	0.1875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	3.000000	10.200000	32.375000	0.093750	0.093750	8.000000	8.000000	64.000000	8.000000	4.618802	0.008789	0.093750	0.054127	0.035121	2.000000	2.000000	0.000000
FL_16x0.25	81	16.0000	0.2500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	4.000000	13.600000	32.500000	0.125000	0.125000	8.000000	8.000000	85.333333	10.666667	4.618802	0.020833	0.166667	0.072169	0.083250	2.666667	2.666667	0.000000
FL_16x0.3125	81	16.0000	0.3125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	5.000000	17.000000	32.625000	0.156250	0.156250	8.000000	8.000000	106.666667	13.333333	4.618802	0.040690	0.260417	0.090211	0.162598	3.333333	3.333333	0.000000
FL_16x0.375	81	16.0000	0.3750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.000000	20.400000	32.750000	0.187500	0.187500	8.000000	8.000000	128.000000	16.000000	4.618802	0.070313	0.375000	0.108253	0.280969	4.000000	4.000000	0.000000
FL_16x0.4375	81	16.0000	0.4375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	7.000000	23.800000	32.875000	0.218750	0.218750	8.000000	8.000000	149.333333	18.666667	4.618802	0.111654	0.510417	0.126295	0.446168	4.666667	4.666667	0.000000
FL_16x0.5	81	16.0000	0.5000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	8.000000	27.200000	33.000000	0.250000	0.250000	8.000000	8.000000	170.666667	21.333333	4.618802	0.166667	0.666667	0.144338	0.666000	5.333333	5.333333	0.000000
FL_16x0.5625	81	16.0000	0.5625	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	9.000000	30.600000	33.125000	0.281250	0.281250	8.000000	8.000000	192.000000	24.000000	4.618802	0.237305	0.843750	0.162380	0.948270	6.000000	6.000000	0.000000
FL_16x0.625	81	16.0000	0.6250	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	10.000000	34.000000	33.250000	0.312500	0.312500	8.000000	8.000000	213.333333	26.666667	4.618802	0.325521	1.041667	0.180422	1.300781	6.666667	6.666667	0.000000
FL_16x0.6875	81	16.0000	0.6875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	11.000000	37.400000	33.375000	0.343750	0.343750	8.000000	8.000000	234.666667	29.333333	4.618802	0.433268	1.260417	0.198464	1.731340	7.333333	7.333333	0.000000
FL_16x0.75	81	16.0000	0.7500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	12.000000	40.800000	33.500000	0.375000	0.375000	8.000000	8.000000	256.000000	32.000000	4.618802	0.562500	1.500000	0.216506	2.247750	8.000000	8.000000	0.000000
FL_16x0.8125	81	16.0000	0.8125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	13.000000	44.200000	33.625000	0.406250	0.406250	8.000000	8.000000	277.333333	34.666667	4.618802	0.715169	1.760417	0.234549	2.857816	8.666667	8.666667	0.000000
FL_16x0.875	81	16.0000	0.8750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	14.000000	47.600000	33.750000	0.437500	0.437500	8.000000	8.000000	298.666667	37.333333	4.618802	0.893229	2.041667	0.252591	3.569344	9.333333	9.333333	0.000000
FL_16x0.9375	81	16.0000	0.9375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	15.000000	51.000000	33.875000	0.468750	0.468750	8.000000	8.000000	320.000000	40.000000	4.618802	1.098633	2.343750	0.270633	4.390137	10.000000	10.000000	0.000000
FL_16x1	81	16.0000	1.0000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	16.000000	54.400000	34.000000	0.500000	0.500000	8.000000	8.000000	341.333333	42.666667	4.618802	1.333333	2.666667	0.288675	5.328000	10.666667	10.666667	0.000000
FL_18x0.1875	81	18.0000	0.1875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	3.375000	11.475000	36.375000	0.093750	0.093750	9.000000	9.000000	91.125000	10.125000	5.196152	0.009888	0.105469	0.054127	0.039511	2.250000	2.250000	0.000000
FL_18x0.25	81	18.0000	0.2500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	4.500000	15.300000	36.500000	0.125000	0.125000	9.000000	9.000000	121.500000	13.500000	5.196152	0.023438	0.187500	0.072169	0.093656	3.000000	3.000000	0.000000
FL_18x0.3125	81	18.0000	0.3125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	5.625000	19.125000	36.625000	0.156250	0.156250	9.000000	9.000000	151.875000	16.875000	5.196152	0.045776	0.292969	0.090211	0.182922	3.750000	3.750000	0.000000
FL_18x0.375	81	18.0000	0.3750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.750000	22.950000	36.750000	0.187500	0.187500	9.000000	9.000000	182.250000	20.250000	5.196152	0.079102	0.421875	0.108253	0.316090	4.500000	4.500000	0.000000
FL_18x0.4375	81	18.0000	0.4375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	7.875000	26.775000	36.875000	0.218750	0.218750	9.000000	9.000000	212.625000	23.625000	5.196152	0.125610	0.574219	0.126295	0.501939	5.250000	5.250000	0.000000
FL_18x0.5	81	18.0000	0.5000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	9.000000	30.600000	37.000000	0.250000	0.250000	9.000000	9.000000	243.000000	27.000000	5.196152	0.187500	0.750000	0.144338	0.749250	6.000000	6.000000	0.000000
FL_18x0.5625	81	18.0000	0.5625	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	10.125000	34.425000	37.125000	0.281250	0.281250	9.000000	9.000000	273.375000	30.375000	5.196152	0.266968	0.949219	0.162380	1.066803	6.750000	6.750000	0.000000
FL_18x0.625	81	18.0000	0.6250	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	11.250000	38.250000	37.250000	0.312500	0.312500	9.000000	9.000000	303.750000	33.750000	5.196152	0.366211	1.171875	0.180422	1.463379	7.500000	7.500000	0.000000
FL_18x0.6875	81	18.0000	0.6875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	12.375000	42.075000	37.375000	0.343750	0.343750	9.000000	9.000000	334.125000	37.125000	5.196152	0.487427	1.417969	0.198464	1.947757	8.250000	8.250000	0.000000
FL_18x0.75	81	18.0000	0.7500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	13.500000	45.900000	37.500000	0.375000	0.375000	9.000000	9.000000	364.500000	40.500000	5.196152	0.632813	1.687500	0.216506	2.528719	9.000000	9.000000	0.000000
FL_18x0.8125	81	18.0000	0.8125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	14.625000	49.725000	37.625000	0.406250	0.406250	9.000000	9.000000	394.875000	43.875000	5.196152	0.804565	1.980469	0.234549	3.215043	9.750000	9.750000	0.000000
FL_18x0.875	81	18.0000	0.8750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	15.750000	53.550000	37.750000	0.437500	0.437500	9.000000	9.000000	425.250000	47.250000	5.196152	1.004883	2.296875	0.252591	4.015512	10.500000	10.500000	0.000000
FL_18x0.9375	81	18.0000	0.9375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	16.875000	57.375000	37.875000	0.468750	0.468750	9.000000	9.000000	455.625000	50.625000	5.196152	1.235962	2.636719	0.270633	4.938904	11.250000	11.250000	0.000000
FL_18x1	81	18.0000	1.0000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	18.000000	61.200000	38.000000	0.500000	0.500000	9.000000	9.000000	486.000000	54.000000	5.196152	1.500000	3.000000	0.288675	5.994000	12.000000	12.000000	0.000000
FL_20x0.1875	81	20.0000	0.1875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	3.750000	12.750000	40.375000	0.093750	0.093750	10.000000	10.000000	125.000000	12.500000	5.773503	0.010986	0.117188	0.054127	0.043901	2.500000	2.500000	0.000000
FL_20x0.25	81	20.0000	0.2500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	5.000000	17.000000	40.500000	0.125000	0.125000	10.000000	10.000000	166.666667	16.666667	5.773503	0.026042	0.208333	0.072169	0.104063	3.333333	3.333333	0.000000
FL_20x0.3125	81	20.0000	0.3125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	6.250000	21.250000	40.625000	0.156250	0.156250	10.000000	10.000000	208.333333	20.833333	5.773503	0.050863	0.325521	0.090211	0.203247	4.166667	4.166667	0.000000
FL_20x0.375	81	20.0000	0.3750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	7.500000	25.500000	40.750000	0.187500	0.187500	10.000000	10.000000	250.000000	25.000000	5.773503	0.087891	0.468750	0.108253	0.351211	5.000000	5.000000	0.000000
FL_20x0.4375	81	20.0000	0.4375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	8.750000	29.750000	40.875000	0.218750	0.218750	10.000000	10.000000	291.666667	29.166667	5.773503	0.139567	0.638021	0.126295	0.557710	5.833333	5.833333	0.000000
FL_20x0.5	81	20.0000	0.5000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	10.000000	34.000000	41.000000	0.250000	0.250000	10.000000	10.000000	333.333333	33.333333	5.773503	0.208333	0.833333	0.144338	0.832500	6.666667	6.666667	0.000000
FL_20x0.5625	81	20.0000	0.5625	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	11.250000	38.250000	41.125000	0.281250	0.281250	10.000000	10.000000	375.000000	37.500000	5.773503	0.296631	1.054688	0.162380	1.185337	7.500000	7.500000	0.000000
FL_20x0.625	81	20.0000	0.6250	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	12.500000	42.500000	41.250000	0.312500	0.312500	10.000000	10.000000	416.666667	41.666667	5.773503	0.406901	1.302083	0.180422	1.625977	8.333333	8.333333	0.000000
FL_20x0.6875	81	20.0000	0.6875	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	13.750000	46.750000	41.375000	0.343750	0.343750	10.000000	10.000000	458.333333	45.833333	5.773503	0.541585	1.575521	0.198464	2.164175	9.166667	9.166667	0.000000
FL_20x0.75	81	20.0000	0.7500	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	15.000000	51.000000	41.500000	0.375000	0.375000	10.000000	10.000000	500.000000	50.000000	5.773503	0.703125	1.875000	0.216506	2.809688	10.000000	10.000000	0.000000
FL_20x0.8125	81	20.0000	0.8125	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	16.250000	55.250000	41.625000	0.406250	0.406250	10.000000	10.000000	541.666667	54.166667	5.773503	0.893962	2.200521	0.234549	3.572271	10.833333	10.833333	0.000000
FL_20x0.875	81	20.0000	0.8750	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	17.500000	59.500000	41.750000	0.437500	0.437500	10.000000	10.000000	583.333333	58.333333	5.773503	1.116536	2.552083	0.252591	4.461680	11.666667	11.666667	0.000000
FL_20x0.9375	81	20.0000	0.9375	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	18.750000	63.750000	41.875000	0.468750	0.468750	10.000000	10.000000	625.000000	62.500000	5.773503	1.373291	2.929688	0.270633	5.487671	12.500000	12.500000	0.000000
FL_20x1	81	20.0000	1.0000	0.000	0.000	0.000	0.000	0.0000	0.00	0.00	20.000000	68.000000	42.000000	0.500000	0.500000	10.000000	10.000000	666.666667	66.666667	5.773503	1.666667	3.333333	0.288675	6.660000	13.333333	13.333333	0.000000

