PartNumber	Code	D(in)	Bf(in)	Tw(in)	Tf(in)	R1(in)	R2(in)	SLOPE(deg)	Sx(in)	Sy(in)	A(in2)	P(lb_ft)	L(in)	vxm(in)	vxp(in)	vym(in)	vyp(in)	Ix(in4)	Vx(in3)	Gx(in)	Iy(in4)	Vy(in3)	Gy(in)	J(in4)	Ax(in2)	Ay(in2)	Alpha(deg)
W21x300	10	24.530	12.990	1.320	2.380	0.750	0.000	0	0	0	88.4	300.6	97.09	6.50	6.50	12.27	12.27	8509	694	9.81	874	135	3.14	171.48	41.22	32.38	0
W21x275	10	24.130	12.890	1.220	2.190	0.813	0.000	0	0	0	81.1	275.8	95.99	6.45	6.45	12.07	12.07	7653	634	9.71	785	122	3.11	132.88	37.64	29.44	0
W21x248	10	23.740	12.775	1.100	1.990	0.750	0.000	0	0	0	73.1	248.4	95.09	6.39	6.39	11.87	11.87	6783	571	9.64	694	109	3.08	98.65	33.90	26.11	0
W21x223	10	23.350	12.675	1.000	1.790	0.750	0.000	0	0	0	65.6	223.1	94.11	6.34	6.34	11.68	11.68	5975	512	9.54	609	96	3.05	71.57	30.25	23.35	0
W21x201	10	23.030	12.575	0.910	1.630	0.750	0.000	0	0	0	59.5	202.2	93.25	6.29	6.29	11.52	11.52	5334	463	9.47	542	86	3.02	53.65	27.33	20.96	0
W21x182	10	22.720	12.500	0.830	1.480	0.750	0.000	0	0	0	53.9	183.2	92.49	6.25	6.25	11.36	11.36	4759	419	9.40	483	77	2.99	40.02	24.67	18.86	0
W21x166	10	22.480	12.420	0.750	1.360	0.750	0.000	0	0	0	49.1	166.9	91.85	6.21	6.21	11.24	11.24	4300	383	9.36	435	70	2.98	30.69	22.52	16.86	0
W21x147	10	22.059	12.512	0.720	1.150	0.750	0.000	0	0	0	43.5	147.9	91.44	6.26	6.26	11.03	11.03	3657	332	9.17	376	60	2.94	19.69	19.18	15.89	0
W21x132	10	21.831	12.441	0.650	1.035	0.750	0.000	0	0	0	39.1	132.9	90.84	6.22	6.22	10.92	10.92	3251	298	9.12	333	54	2.92	14.32	17.18	14.18	0
W21x122	10	21.681	12.390	0.598	0.961	0.750	0.000	0	0	0	36.1	122.8	90.44	6.19	6.19	10.84	10.84	2987	276	9.10	305	49	2.91	11.35	15.87	12.97	0
W21x111	10	21.512	12.339	0.551	0.874	0.750	0.000	0	0	0	32.9	112.0	89.99	6.17	6.17	10.76	10.76	2698	251	9.05	274	44	2.88	8.57	14.38	11.86	0
W21x101	10	21.358	12.291	0.500	0.799	0.750	0.000	0	0	0	30.0	102.0	89.59	6.15	6.15	10.68	10.68	2444	229	9.02	248	40	2.87	6.51	13.10	10.68	0
W21x93	10	21.618	8.421	0.579	0.929	0.750	0.000	0	0	0	27.6	93.7	74.48	4.21	4.21	10.81	10.81	2093	194	8.71	93	22	1.84	7.51	10.43	12.51	0
W21x83	10	21.429	8.354	0.516	0.835	0.750	0.000	0	0	0	24.6	83.7	73.96	4.18	4.18	10.71	10.71	1857	173	8.68	81	19	1.82	5.38	9.30	11.05	0
W21x73	10	21.240	8.295	0.457	0.740	0.750	0.000	0	0	0	21.8	74.1	73.46	4.15	4.15	10.62	10.62	1630	153	8.65	71	17	1.80	3.73	8.19	9.70	0
W21x68	10	21.130	8.272	0.429	0.685	0.750	0.000	0	0	0	20.3	69.0	73.20	4.14	4.14	10.56	10.56	1506	143	8.61	65	16	1.79	2.98	7.56	9.07	0
W21x62	10	20.988	8.240	0.402	0.614	0.750	0.000	0	0	0	18.5	63.0	72.85	4.12	4.12	10.49	10.49	1354	129	8.55	57	14	1.76	2.21	6.75	8.43	0
W21x57	10	21.059	6.555	0.406	0.650	0.750	0.000	0	0	0	17.0	57.8	66.24	3.28	3.28	10.53	10.53	1193	113	8.38	31	9	1.34	2.13	5.68	8.54	0
W21x50	10	20.831	6.531	0.382	0.535	0.750	0.000	0	0	0	15.0	51.1	65.74	3.27	3.27	10.42	10.42	1011	97	8.21	25	8	1.29	1.35	4.66	7.96	0
W21x44	10	20.661	6.500	0.350	0.449	0.750	0.000	0	0	0	13.2	45.0	65.33	3.25	3.25	10.33	10.33	867	84	8.09	21	6	1.25	0.88	3.89	7.24	0
W18x311	10	22.320	12.005	1.520	2.740	0.688	0.000	0	0	0	91.8	312.1	88.44	6.00	6.00	11.16	11.16	6979	625	8.72	795	133	2.94	239.65	43.86	33.93	0
W18x283	10	21.850	11.890	1.400	2.500	0.688	0.000	0	0	0	83.4	283.7	87.28	5.95	5.95	10.93	10.93	6182	566	8.61	705	119	2.91	181.05	39.63	30.59	0
W18x258	10	21.460	11.770	1.280	2.300	0.688	0.000	0	0	0	76.1	258.8	86.26	5.89	5.89	10.73	10.73	5532	516	8.52	628	107	2.87	139.43	36.09	27.47	0
W18x234	10	21.060	11.650	1.160	2.110	0.625	0.000	0	0	0	69.0	234.7	85.33	5.83	5.83	10.53	10.53	4917	467	8.44	558	96	2.84	106.24	32.78	24.43	0
W18x211	10	20.670	11.555	1.060	1.910	0.625	0.000	0	0	0	62.3	211.9	84.37	5.78	5.78	10.34	10.34	4343	420	8.35	493	85	2.81	78.47	29.43	21.91	0
W18x192	10	20.350	11.455	0.960	1.750	0.688	0.000	0	0	0	56.7	192.7	83.42	5.73	5.73	10.18	10.18	3888	382	8.28	440	77	2.79	59.67	26.73	19.54	0
W18x175	10	20.040	11.375	0.890	1.590	0.688	0.000	0	0	0	51.6	175.4	82.62	5.69	5.69	10.02	10.02	3469	346	8.20	391	69	2.75	44.78	24.12	17.84	0
W18x158	10	19.720	11.300	0.810	1.440	0.688	0.000	0	0	0	46.6	158.4	81.84	5.65	5.65	9.86	9.86	3074	312	8.12	347	61	2.73	33.12	21.70	15.97	0
W18x143	10	19.490	11.220	0.730	1.320	0.688	0.000	0	0	0	42.3	143.9	81.22	5.61	5.61	9.75	9.75	2768	284	8.09	311	56	2.71	25.21	19.75	14.23	0
W18x130	10	19.250	11.160	0.670	1.200	0.688	0.000	0	0	0	38.5	130.8	80.62	5.58	5.58	9.63	9.63	2480	258	8.03	279	50	2.69	18.91	17.86	12.90	0
W18x119	10	18.969	11.264	0.654	1.059	0.688	0.000	0	0	0	35.3	119.9	80.50	5.63	5.63	9.48	9.48	2204	232	7.90	253	45	2.68	13.63	15.91	12.40	0
W18x106	10	18.728	11.201	0.591	0.941	0.688	0.000	0	0	0	31.4	106.9	79.90	5.60	5.60	9.36	9.36	1932	206	7.84	221	39	2.65	9.59	14.05	11.06	0
W18x97	10	18.591	11.146	0.535	0.870	0.688	0.000	0	0	0	28.8	98.0	79.51	5.57	5.57	9.30	9.30	1765	190	7.83	201	36	2.64	7.48	12.93	9.95	0
W18x86	10	18.390	11.091	0.480	0.772	0.688	0.000	0	0	0	25.6	87.1	79.00	5.55	5.55	9.19	9.19	1548	168	7.77	176	32	2.62	5.23	11.41	8.83	0
W18x76	10	18.209	11.035	0.425	0.681	0.688	0.000	0	0	0	22.6	76.8	78.53	5.52	5.52	9.10	9.10	1352	149	7.74	153	28	2.60	3.58	10.02	7.74	0
W18x71	10	18.469	7.634	0.496	0.811	0.688	0.000	0	0	0	21.1	71.9	65.30	3.82	3.82	9.23	9.23	1191	129	7.51	60	16	1.69	4.42	8.25	9.16	0
W18x65	10	18.350	7.591	0.449	0.752	0.688	0.000	0	0	0	19.4	65.9	64.99	3.80	3.80	9.18	9.18	1091	119	7.50	55	14	1.68	3.46	7.61	8.24	0
W18x60	10	18.240	7.555	0.413	0.697	0.688	0.000	0	0	0	17.9	60.9	64.69	3.78	3.78	9.12	9.12	1003	110	7.49	50	13	1.68	2.73	7.02	7.54	0
W18x55	10	18.110	7.531	0.390	0.630	0.688	0.000	0	0	0	16.5	56.0	64.39	3.77	3.77	9.06	9.06	908	100	7.43	45	12	1.65	2.06	6.33	7.06	0
W18x50	10	17.988	7.496	0.354	0.571	0.688	0.000	0	0	0	14.9	50.8	64.07	3.75	3.75	8.99	8.99	818	91	7.40	40	11	1.64	1.53	5.71	6.37	0
W18x46	10	18.059	6.059	0.358	0.606	0.625	0.000	0	0	0	13.7	46.6	58.56	3.03	3.03	9.03	9.03	725	80	7.27	23	7	1.28	1.51	4.90	6.47	0
W18x40	10	17.902	6.016	0.315	0.524	0.688	0.000	0	0	0	12.0	40.8	58.06	3.01	3.01	8.95	8.95	629	70	7.24	19	6	1.26	0.98	4.20	5.64	0
W18x35	10	17.701	6.000	0.299	0.425	0.688	0.000	0	0	0	10.5	35.9	57.62	3.00	3.00	8.85	8.85	528	60	7.07	15	5	1.21	0.60	3.40	5.30	0
W16x100	10	16.969	10.425	0.587	0.984	0.688	0.000	0	0	0	29.7	101.1	73.28	5.21	5.21	8.48	8.48	1499	177	7.10	186	36	2.50	9.93	13.68	9.95	0
W16x89	10	16.752	10.366	0.524	0.874	0.688	0.000	0	0	0	26.4	89.7	72.74	5.18	5.18	8.38	8.38	1313	157	7.05	163	31	2.48	6.93	12.08	8.77	0
W16x77	10	16.520	10.295	0.457	0.760	0.688	0.000	0	0	0	22.9	77.9	72.13	5.15	5.15	8.26	8.26	1123	136	7.00	138	27	2.46	4.53	10.43	7.54	0
W16x67	10	16.331	10.236	0.394	0.665	0.688	0.000	0	0	0	19.9	67.8	71.64	5.12	5.12	8.17	8.17	969	119	6.97	119	23	2.44	3.01	9.08	6.43	0
W16x57	10	16.429	7.118	0.429	0.717	0.688	0.000	0	0	0	17.0	57.9	59.29	3.56	3.56	8.21	8.21	773	94	6.73	43	12	1.59	2.78	6.80	7.05	0
W16x50	10	16.260	7.071	0.382	0.630	0.688	0.000	0	0	0	15.0	51.1	58.86	3.54	3.54	8.13	8.13	674	83	6.69	37	11	1.57	1.89	5.94	6.21	0
W16x45	10	16.130	7.035	0.346	0.567	0.688	0.000	0	0	0	13.6	46.2	58.53	3.52	3.52	8.06	8.06	603	75	6.66	33	9	1.56	1.38	5.32	5.59	0
W16x40	10	16.012	6.996	0.303	0.504	0.688	0.000	0	0	0	12.0	40.8	58.22	3.50	3.50	8.01	8.01	531	66	6.65	29	8	1.55	0.96	4.70	4.85	0
W16x36	10	15.858	6.984	0.295	0.429	0.688	0.000	0	0	0	10.8	36.8	57.88	3.49	3.49	7.93	7.93	462	58	6.53	24	7	1.50	0.65	4.00	4.68	0
W16x31	10	15.882	5.524	0.276	0.441	0.688	0.000	0	0	0	9.4	32.0	52.13	2.76	2.76	7.94	7.94	390	49	6.44	12	5	1.15	0.55	3.25	4.38	0
W16x26	10	15.689	5.500	0.252	0.346	0.688	0.000	0	0	0	8.0	27.2	51.69	2.75	2.75	7.84	7.84	317	40	6.30	10	4	1.10	0.30	2.54	3.95	0
W14x730	10	22.421	17.890	3.071	4.909	0.625	0.000	0	0	0	214.7	730.0	109.19	8.94	8.94	11.21	11.21	14345	1280	8.17	4716	527	4.69	1992.80	117.11	68.85	0
W14x665	10	21.642	17.650	2.831	4.520	0.688	0.000	0	0	0	195.6	665.1	107.04	8.82	8.82	10.82	10.82	12452	1151	7.98	4166	472	4.61	1536.12	106.36	61.26	0
W14x605	10	20.921	17.413	2.594	4.161	0.625	0.000	0	0	0	178.0	605.0	105.23	8.71	8.71	10.46	10.46	10832	1035	7.80	3681	423	4.55	1182.92	96.62	54.28	0
W14x550	10	20.240	17.201	2.382	3.819	0.688	0.000	0	0	0	161.8	550.1	103.34	8.60	8.60	10.12	10.12	9429	932	7.63	3254	378	4.48	904.06	87.58	48.21	0
W14x500	10	19.598	17.012	2.189	3.500	0.688	0.000	0	0	0	147.1	500.0	101.69	8.51	8.51	9.80	9.80	8217	839	7.47	2884	339	4.43	689.39	79.39	42.90	0
W14x455	10	19.020	16.835	2.016	3.209	0.688	0.000	0	0	0	133.8	455.1	100.17	8.42	8.42	9.51	9.51	7196	757	7.33	2561	304	4.37	526.71	72.02	38.34	0
W14x426	10	18.669	16.697	1.874	3.035	0.625	0.000	0	0	0	125.3	426.1	99.30	8.35	8.35	9.33	9.33	6597	707	7.26	2362	283	4.34	440.64	67.58	34.99	0
W14x398	10	18.291	16.591	1.772	2.846	0.625	0.000	0	0	0	117.1	398.2	98.33	8.30	8.30	9.15	9.15	6004	657	7.16	2173	262	4.31	361.97	62.97	32.41	0
W14x370	10	17.921	16.476	1.654	2.661	0.625	0.000	0	0	0	108.9	370.2	97.37	8.24	8.24	8.96	8.96	5446	608	7.07	1989	241	4.27	293.87	58.47	29.63	0
W14x342	10	17.539	16.358	1.539	2.469	0.625	0.000	0	0	0	100.5	341.7	96.36	8.18	8.18	8.77	8.77	4896	558	6.98	1805	221	4.24	233.17	53.84	27.00	0
W14x311	10	17.118	16.228	1.409	2.260	0.688	0.000	0	0	0	91.5	311.1	95.15	8.11	8.11	8.56	8.56	4330	506	6.88	1613	199	4.20	177.60	48.90	24.13	0
W14x283	10	16.740	16.110	1.291	2.071	0.688	0.000	0	0	0	83.4	283.6	94.16	8.06	8.06	8.37	8.37	3844	459	6.79	1446	179	4.16	135.75	44.48	21.62	0
W14x257	10	16.382	15.996	1.173	1.890	0.688	0.000	0	0	0	75.6	257.2	93.22	8.00	8.00	8.19	8.19	3403	416	6.71	1291	161	4.13	102.38	40.31	19.22	0
W14x233	10	16.039	15.890	1.071	1.720	0.625	0.000	0	0	0	68.5	232.9	92.42	7.94	7.94	8.02	8.02	3007	375	6.63	1152	145	4.10	76.84	36.45	17.18	0
W14x211	10	15.720	15.799	0.980	1.559	0.688	0.000	0	0	0	62.0	210.9	91.50	7.90	7.90	7.86	7.86	2659	338	6.55	1026	130	4.07	57.03	32.84	15.41	0
W14x193	10	15.480	15.709	0.890	1.441	0.688	0.000	0	0	0	56.9	193.4	90.84	7.85	7.85	7.74	7.74	2402	310	6.50	932	119	4.05	44.58	30.18	13.77	0
W14x176	10	15.220	15.650	0.831	1.311	0.688	0.000	0	0	0	51.9	176.5	90.20	7.82	7.82	7.61	7.61	2144	282	6.43	838	107	4.02	33.69	27.36	12.64	0
W14x159	10	14.980	15.567	0.744	1.189	0.688	0.000	0	0	0	46.8	159.1	89.56	7.78	7.78	7.49	7.49	1904	254	6.38	748	96	4.00	24.93	24.68	11.15	0
W14x145	10	14.780	15.500	0.681	1.091	0.688	0.000	0	0	0	42.8	145.5	89.02	7.75	7.75	7.39	7.39	1716	232	6.33	677	87	3.98	19.15	22.54	10.07	0
W14x132	10	14.661	14.724	0.646	1.031	0.688	0.000	0	0	0	38.9	132.3	85.75	7.36	7.36	7.33	7.33	1536	210	6.28	549	75	3.76	15.47	20.25	9.47	0
W14x120	10	14.480	14.669	0.591	0.941	0.688	0.000	0	0	0	35.5	120.5	85.28	7.33	7.33	7.24	7.24	1381	191	6.24	495	68	3.74	11.72	18.40	8.55	0
W14x109	10	14.319	14.606	0.524	0.858	0.688	0.000	0	0	0	32.1	109.1	84.84	7.30	7.30	7.16	7.16	1240	173	6.22	446	61	3.73	8.79	16.71	7.50	0
W14x99	10	14.161	14.567	0.484	0.780	0.688	0.000	0	0	0	29.2	99.3	84.44	7.28	7.28	7.08	7.08	1114	157	6.17	402	55	3.71	6.60	15.14	6.86	0
W14x90	10	14.020	14.520	0.441	0.709	0.688	0.000	0	0	0	26.5	90.2	84.06	7.26	7.26	7.01	7.01	1001	143	6.14	362	50	3.69	4.95	13.72	6.18	0
W14x82	10	14.311	10.130	0.512	0.854	0.750	0.000	0	0	0	24.2	82.4	66.83	5.06	5.06	7.16	7.16	888	124	6.05	148	29	2.47	6.21	11.54	7.32	0
W14x74	10	14.169	10.071	0.449	0.783	0.750	0.000	0	0	0	21.9	74.5	66.44	5.04	5.04	7.08	7.08	801	113	6.04	134	27	2.47	4.69	10.52	6.36	0
W14x68	10	14.039	10.035	0.413	0.720	0.750	0.000	0	0	0	20.2	68.5	66.11	5.02	5.02	7.02	7.02	729	104	6.01	122	24	2.46	3.64	9.64	5.80	0
W14x61	10	13.890	9.996	0.374	0.646	0.813	0.000	0	0	0	18.2	61.8	65.62	5.00	5.00	6.94	6.94	650	94	5.98	108	22	2.43	2.62	8.61	5.19	0
W14x53	10	13.921	8.059	0.370	0.661	0.750	0.000	0	0	0	15.8	53.7	58.05	4.03	4.03	6.96	6.96	549	79	5.89	58	14	1.91	2.30	7.11	5.15	0
W14x48	10	13.791	8.031	0.339	0.594	0.750	0.000	0	0	0	14.3	48.6	57.74	4.02	4.02	6.90	6.90	491	71	5.86	51	13	1.90	1.67	6.37	4.67	0
W14x43	10	13.661	7.996	0.303	0.531	0.688	0.000	0	0	0	12.7	43.3	57.52	4.00	4.00	6.83	6.83	432	63	5.83	45	11	1.89	1.19	5.67	4.14	0
W14x38	10	14.098	6.772	0.311	0.516	0.563	0.000	0	0	0	11.3	38.5	53.70	3.39	3.39	7.05	7.05	391	56	5.88	27	8	1.54	0.98	4.66	4.38	0
W14x34	10	13.980	6.744	0.283	0.457	0.563	0.000	0	0	0	10.1	34.5	53.40	3.37	3.37	6.99	6.99	346	49	5.84	23	7	1.52	0.69	4.11	3.96	0
W14x30	10	13.839	6.728	0.272	0.386	0.563	0.000	0	0	0	9.0	30.6	53.08	3.36	3.36	6.92	6.92	297	43	5.74	20	6	1.48	0.45	3.46	3.76	0
W14x26	10	13.909	5.024	0.256	0.421	0.500	0.000	0	0	0	7.8	26.5	46.54	2.51	2.51	6.95	6.95	249	36	5.65	9	4	1.07	0.42	2.82	3.56	0
W14x22	10	13.740	5.000	0.228	0.335	0.563	0.000	0	0	0	6.6	22.4	46.06	2.50	2.50	6.87	6.87	204	30	5.56	7	3	1.03	0.23	2.23	3.14	0
W12x336	10	16.820	13.385	1.775	2.955	0.750	0.000	0	0	0	99.0	336.4	82.34	6.69	6.69	8.41	8.41	4065	483	6.41	1187	177	3.46	325.76	52.74	29.86	0
W12x305	10	16.320	13.235	1.625	2.705	0.750	0.000	0	0	0	89.8	305.4	81.04	6.62	6.62	8.16	8.16	3551	435	6.29	1050	159	3.42	247.31	47.73	26.52	0
W12x279	10	15.850	13.140	1.530	2.470	0.688	0.000	0	0	0	82.0	278.8	80.02	6.57	6.57	7.93	7.93	3115	393	6.16	938	143	3.38	188.54	43.27	24.25	0
W12x252	10	15.410	13.005	1.395	2.250	0.688	0.000	0	0	0	74.1	252.1	78.87	6.50	6.50	7.71	7.71	2721	353	6.06	828	127	3.34	141.22	39.02	21.50	0
W12x230	10	15.050	12.895	1.285	2.070	0.688	0.000	0	0	0	67.8	230.6	77.93	6.45	6.45	7.53	7.53	2418	321	5.97	742	115	3.31	109.16	35.59	19.34	0
W12x210	10	14.710	12.790	1.180	1.900	0.750	0.000	0	0	0	62.0	210.7	76.93	6.40	6.40	7.36	7.36	2150	292	5.89	664	104	3.27	83.80	32.40	17.36	0
W12x190	10	14.382	12.669	1.059	1.736	0.688	0.000	0	0	0	56.0	190.2	76.14	6.33	6.33	7.19	7.19	1896	264	5.82	590	93	3.25	63.08	29.33	15.23	0
W12x170	10	14.031	12.571	0.961	1.559	0.688	0.000	0	0	0	50.1	170.3	75.24	6.29	6.29	7.02	7.02	1648	235	5.74	517	82	3.21	45.48	26.13	13.48	0
W12x152	10	13.709	12.480	0.870	1.402	0.750	0.000	0	0	0	45.0	152.8	74.31	6.24	6.24	6.85	6.85	1438	210	5.66	455	73	3.18	32.89	23.32	11.93	0
W12x136	10	13.409	12.402	0.791	1.252	0.688	0.000	0	0	0	40.1	136.3	73.66	6.20	6.20	6.70	6.70	1248	186	5.58	399	64	3.15	23.43	20.70	10.61	0
W12x120	10	13.118	12.319	0.709	1.106	0.688	0.000	0	0	0	35.4	120.3	72.91	6.16	6.16	6.56	6.56	1074	164	5.51	345	56	3.12	16.14	18.17	9.30	0
W12x106	10	12.890	12.220	0.610	0.988	0.688	0.000	0	0	0	31.2	106.1	72.26	6.11	6.11	6.44	6.44	935	145	5.47	301	49	3.10	11.29	16.10	7.87	0
W12x96	10	12.709	12.161	0.551	0.902	0.750	0.000	0	0	0	28.4	96.6	71.67	6.08	6.08	6.35	6.35	839	132	5.43	271	44	3.09	8.52	14.62	7.00	0
W12x87	10	12.531	12.126	0.516	0.811	0.688	0.000	0	0	0	25.7	87.4	71.36	6.06	6.06	6.27	6.27	744	119	5.38	241	40	3.06	6.25	13.11	6.46	0
W12x79	10	12.382	12.079	0.469	0.736	0.688	0.000	0	0	0	23.3	79.2	70.96	6.04	6.04	6.19	6.19	666	108	5.35	216	36	3.05	4.66	11.86	5.80	0
W12x72	10	12.252	12.039	0.429	0.669	0.688	0.000	0	0	0	21.2	72.1	70.62	6.02	6.02	6.13	6.13	599	98	5.31	195	32	3.03	3.50	10.74	5.26	0
W12x65	10	12.118	12.000	0.390	0.606	0.688	0.000	0	0	0	19.2	65.3	70.28	6.00	6.00	6.06	6.06	536	88	5.28	175	29	3.02	2.60	9.70	4.72	0
W12x58	10	12.189	10.012	0.358	0.642	0.750	0.000	0	0	0	17.2	58.6	62.42	5.01	5.01	6.09	6.09	481	79	5.28	107	21	2.50	2.51	8.57	4.37	0
W12x53	10	12.059	9.996	0.346	0.575	0.688	0.000	0	0	0	15.7	53.3	62.23	5.00	5.00	6.03	6.03	428	71	5.23	96	19	2.47	1.84	7.66	4.18	0
W12x50	10	12.189	8.079	0.370	0.642	0.750	0.000	0	0	0	14.9	50.6	54.67	4.04	4.04	6.09	6.09	399	66	5.18	57	14	1.95	2.09	6.91	4.51	0
W12x45	10	12.059	8.043	0.335	0.575	0.688	0.000	0	0	0	13.3	45.2	54.44	4.02	4.02	6.03	6.03	353	59	5.15	50	12	1.94	1.50	6.16	4.04	0
W12x40	10	11.941	8.004	0.295	0.516	0.750	0.000	0	0	0	12.0	40.7	54.02	4.00	4.00	5.97	5.97	315	53	5.13	44	11	1.92	1.07	5.50	3.53	0
W12x35	10	12.500	6.559	0.299	0.520	0.500	0.000	0	0	0	10.5	35.6	49.78	3.28	3.28	6.25	6.25	289	46	5.26	24	7	1.53	0.93	4.54	3.74	0
W12x30	10	12.339	6.520	0.260	0.441	0.500	0.000	0	0	0	8.9	30.4	49.38	3.26	3.26	6.17	6.17	243	39	5.21	20	6	1.51	0.57	3.83	3.21	0
W12x26	10	12.220	6.488	0.228	0.382	0.500	0.000	0	0	0	7.8	26.5	49.08	3.24	3.24	6.11	6.11	209	34	5.18	17	5	1.50	0.37	3.30	2.79	0
W12x22	10	12.311	4.031	0.260	0.425	0.438	0.000	0	0	0	6.6	22.3	39.48	2.02	2.02	6.16	6.16	159	26	4.92	5	2	0.84	0.36	2.29	3.20	0
W12x19	10	12.161	4.004	0.236	0.350	0.438	0.000	0	0	0	5.7	19.3	39.12	2.00	2.00	6.08	6.08	133	22	4.84	4	2	0.81	0.21	1.87	2.87	0
W12x16	10	11.988	3.988	0.220	0.264	0.500	0.000	0	0	0	4.8	16.5	38.63	1.99	1.99	5.99	5.99	107	18	4.69	3	1	0.76	0.12	1.40	2.64	0
W12x14	10	11.909	3.969	0.201	0.224	0.438	0.000	0	0	0	4.2	14.4	38.54	1.98	1.98	5.95	5.95	91	15	4.63	2	1	0.74	0.08	1.19	2.39	0
W10x112	10	11.358	10.413	0.756	1.252	0.625	0.000	0	0	0	33.1	112.5	61.79	5.21	5.21	5.68	5.68	719	127	4.66	236	45	2.67	19.37	17.38	8.59	0
W10x100	10	11.098	10.339	0.681	1.118	0.625	0.000	0	0	0	29.5	100.3	61.12	5.17	5.17	5.55	5.55	624	112	4.60	206	40	2.64	13.74	15.41	7.56	0
W10x88	10	10.839	10.264	0.606	0.988	0.625	0.000	0	0	0	26.0	88.4	60.45	5.13	5.13	5.42	5.42	535	99	4.54	178	35	2.62	9.44	13.52	6.57	0
W10x77	10	10.598	10.189	0.531	0.870	0.625	0.000	0	0	0	22.8	77.4	59.82	5.09	5.09	5.30	5.30	458	86	4.48	154	30	2.60	6.39	11.82	5.63	0
W10x68	10	10.402	10.130	0.469	0.772	0.625	0.000	0	0	0	20.1	68.4	59.31	5.06	5.06	5.20	5.20	397	76	4.44	134	26	2.58	4.43	10.42	4.87	0
W10x60	10	10.220	10.079	0.421	0.681	0.625	0.000	0	0	0	17.8	60.5	58.84	5.04	5.04	5.11	5.11	343	67	4.39	116	23	2.56	3.05	9.15	4.31	0
W10x54	10	10.091	10.031	0.370	0.614	0.625	0.000	0	0	0	15.9	54.2	58.49	5.02	5.02	5.05	5.05	305	60	4.37	103	21	2.55	2.21	8.21	3.73	0
W10x49	10	9.980	10.000	0.339	0.559	0.625	0.000	0	0	0	14.5	49.4	58.21	5.00	5.00	4.99	4.99	274	55	4.35	93	19	2.53	1.66	7.45	3.38	0
W10x45	10	10.098	8.020	0.350	0.618	0.625	0.000	0	0	0	13.4	45.4	50.50	4.01	4.01	5.05	5.05	250	49	4.32	53	13	2.00	1.81	6.61	3.54	0
W10x39	10	9.921	7.984	0.315	0.531	0.625	0.000	0	0	0	11.6	39.5	50.08	3.99	3.99	4.96	4.96	212	43	4.27	45	11	1.97	1.16	5.66	3.12	0
W10x33	10	9.728	7.961	0.291	0.433	0.625	0.000	0	0	0	9.8	33.4	49.64	3.98	3.98	4.86	4.86	172	35	4.19	36	9	1.93	0.66	4.60	2.83	0
W10x30	10	10.469	5.811	0.299	0.512	0.438	0.000	0	0	0	8.9	30.4	42.83	2.91	2.91	5.23	5.23	172	33	4.39	17	6	1.37	0.78	3.97	3.13	0
W10x26	10	10.331	5.772	0.260	0.441	0.438	0.000	0	0	0	7.7	26.2	42.48	2.89	2.89	5.17	5.17	146	28	4.36	14	5	1.35	0.50	3.39	2.68	0
W10x22	10	10.169	5.752	0.240	0.358	0.375	0.000	0	0	0	6.5	22.1	42.22	2.88	2.88	5.08	5.08	119	23	4.27	11	4	1.32	0.29	2.75	2.44	0
W10x19	10	10.240	4.020	0.252	0.394	0.438	0.000	0	0	0	5.7	19.4	35.30	2.01	2.01	5.12	5.12	98	19	4.14	4	2	0.87	0.28	2.11	2.58	0
W10x17	10	10.110	4.012	0.240	0.331	0.438	0.000	0	0	0	5.1	17.3	35.04	2.01	2.01	5.06	5.06	84	17	4.06	4	2	0.84	0.18	1.77	2.43	0
W10x15	10	9.988	4.000	0.228	0.272	0.438	0.000	0	0	0	4.5	15.3	34.77	2.00	2.00	4.99	4.99	71	14	3.97	3	1	0.81	0.12	1.45	2.28	0
W10x12	10	9.870	3.961	0.189	0.209	0.438	0.000	0	0	0	3.6	12.3	34.45	1.98	1.98	4.94	4.94	55	11	3.92	2	1	0.78	0.06	1.10	1.87	0
W8x67	10	9.000	8.280	0.571	0.933	0.500	0.000	0	0	0	19.7	67.1	49.12	4.14	4.14	4.50	4.50	272	61	3.71	88	21	2.12	6.40	10.30	5.14	0
W8x58	10	8.752	8.220	0.512	0.811	0.500	0.000	0	0	0	17.2	58.5	48.50	4.11	4.11	4.38	4.38	229	52	3.65	75	18	2.09	4.21	8.89	4.48	0
W8x48	10	8.500	8.110	0.402	0.685	0.500	0.000	0	0	0	14.2	48.2	47.78	4.06	4.06	4.25	4.25	185	43	3.61	61	15	2.07	2.46	7.41	3.41	0
W8x40	10	8.252	8.071	0.358	0.559	0.500	0.000	0	0	0	11.8	40.1	47.21	4.04	4.04	4.13	4.13	147	36	3.53	49	12	2.04	1.36	6.02	2.96	0
W8x35	10	8.118	8.020	0.311	0.496	0.500	0.000	0	0	0	10.4	35.3	46.83	4.01	4.01	4.06	4.06	128	31	3.51	43	11	2.03	0.94	5.30	2.52	0
W8x31	10	8.000	7.996	0.283	0.433	0.500	0.000	0	0	0	9.2	31.2	46.56	4.00	4.00	4.00	4.00	110	28	3.47	37	9	2.01	0.63	4.62	2.27	0
W8x28	10	8.059	6.535	0.283	0.465	0.500	0.000	0	0	0	8.3	28.2	40.83	3.27	3.27	4.03	4.03	99	25	3.45	22	7	1.61	0.64	4.05	2.28	0
