FunctionName	MinSize	MaxSize	PhysicalPart
Branch_Connection	1in	48in	HVACRectFork
Branch_Connection	1in	48in	HVACRectAngledTapRect
Branch_Connection	1in	48in	HVACRectOffsetTee
Branch_Connection	1in	48in	HVACRectLtrlOffsetTee
Branch_Connection	1in	48in	HVACRectTee
Branch_Connection	1in	48in	HVACRectTapRnd
Branch_Connection	1in	48in	HVACRectTapRect
Branch_Connection	1in	48in	HVACRectSection
