FunctionName	MinSize	MaxSize	PhysicalPart
Branch_Connection	1in	48in	HVACRectRCFork
Branch_Connection	1in	48in	HVACRectRCAngTapRec
Branch_Connection	1in	48in	HVACRectRCOffsetTee
Branch_Connection	1in	48in	HVACRectRCLatOffsetT
Branch_Connection	1in	48in	HVACRectRCTee
Branch_Connection	1in	48in	HVACRectRCTapRound
Branch_Connection	1in	48in	HVACRectRCTapRect
Branch_Connection	1in	48in	HVACRectRCSection
