FunctionName	MinSize	MaxSize	PhysicalPart
HVACBranchFunc	1in	48in	HVACRectRCFork
HVACBranchFunc	1in	48in	HVACRectRCAngTapRec
HVACBranchFunc	1in	48in	HVACRectRCOffsetTee
HVACBranchFunc	1in	48in	HVACRectRCLatOffsetT
HVACBranchFunc	1in	48in	HVACRectRCTee
HVACBranchFunc	1in	48in	HVACRectRCTapRound
HVACBranchFunc	1in	48in	HVACRectRCTapRect
HVACBranchFunc	1in	48in	HVACRectRCSection
