FunctionName	MinSize	MaxSize	PhysicalPart
HVACBranchFunc	1in	48in	HVACRectFork
HVACBranchFunc	1in	48in	HVACRectAngledTapRect
HVACBranchFunc	1in	48in	HVACRectOffsetTee
HVACBranchFunc	1in	48in	HVACRectLtrlOffsetTee
HVACBranchFunc	1in	48in	HVACRectTee
HVACBranchFunc	1in	48in	HVACRectTapRnd
HVACBranchFunc	1in	48in	HVACRectTapRect
HVACBranchFunc	1in	48in	HVACRectSection
