FunctionName	MinSize	MaxSize	PhysicalPart
HVACBranchFunc	1in	100in	HVACRectFork
HVACBranchFunc	1in	100in	HVACRectAngledTapRect
HVACBranchFunc	1in	100in	HVACRectOffsetTee
HVACBranchFunc	1in	100in	HVACRectLtrlOffsetTee
HVACBranchFunc	1in	100in	HVACRectTee
HVACBranchFunc	1in	100in	HVACRectTapRnd
HVACBranchFunc	1in	100in	HVACRectTapRect
HVACBranchFunc	1in	100in	HVACRectSection
