FunctionName	MinSize	MaxSize	PhysicalPart
HVACBranchFunc	100mm	10000mm	HVACRectFork
HVACBranchFunc	100mm	10000mm	HVACRectAngledTapRect
HVACBranchFunc	100mm	10000mm	HVACRectOffsetTee
HVACBranchFunc	100mm	10000mm	HVACRectLtrlOffsetTee
HVACBranchFunc	100mm	10000mm	HVACRectTee
HVACBranchFunc	100mm	10000mm	HVACRectTapRnd
HVACBranchFunc	100mm	10000mm	HVACRectTapRect
HVACBranchFunc	100mm	10000mm	HVACRectSection
